EmployeeNo,Attrition,JobRole,Department,Education,Age,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,PerformanceRating
1156,Yes,Laboratory Technician,Research & Development,High school or below,18,0,1904,3,3
1157,Yes,Sales Executive,Sales,Master's,33,0,8224,1,3
1158,No,Laboratory Technician,Research & Development,Master's,41,0,4766,4,3
1160,Yes,Laboratory Technician,Research & Development,Bachelor's,31,2,2610,3,3
1161,No,Healthcare Representative,Research & Development,Some university,37,1,5731,4,3
1162,No,Research Scientist,Research & Development,Bachelor's,27,2,2539,3,3
1163,No,Sales Executive,Sales,High school or below,34,1,5714,3,4
1164,No,Human Resources,Human Resources,Master's,35,1,4323,3,3
1165,Yes,Sales Executive,Sales,High school or below,29,3,7336,1,3
1166,No,Research Director,Research & Development,Master's,40,2,13499,3,3
1167,Yes,Sales Executive,Sales,Bachelor's,42,13,13758,1,3
1171,No,Sales Executive,Sales,Master's,42,1,5155,1,3
1172,No,Laboratory Technician,Research & Development,Master's,35,1,2258,3,3
1173,No,Laboratory Technician,Research & Development,Bachelor's,24,1,3597,2,4
1175,Yes,Laboratory Technician,Research & Development,High school or below,28,0,2515,4,3
1177,No,Laboratory Technician,Research & Development,Master's,26,0,4420,4,4
1179,No,Sales Executive,Sales,Bachelor's,30,1,6578,3,3
1180,No,Research Scientist,Research & Development,Some university,40,0,4422,4,3
1182,No,Manufacturing Director,Research & Development,Bachelor's,35,6,10274,2,3
1184,No,Healthcare Representative,Research & Development,Bachelor's,34,4,5343,1,4
1185,No,Laboratory Technician,Research & Development,Master's,35,2,2376,4,3
1188,Yes,Sales Executive,Sales,Bachelor's,43,1,5346,3,3
1190,No,Sales Representative,Sales,High school or below,32,0,2827,1,3
1191,No,Manager,Research & Development,Master's,56,4,19943,1,3
1192,No,Laboratory Technician,Research & Development,High school or below,29,0,3131,4,3
1193,No,Research Scientist,Research & Development,Some university,19,0,2552,1,4
1195,No,Research Scientist,Research & Development,Bachelor's,45,0,4477,3,3
1196,No,Manufacturing Director,Research & Development,Bachelor's,37,3,6474,4,3
1198,No,Laboratory Technician,Research & Development,Bachelor's,20,1,3033,3,3
1200,Yes,Research Scientist,Research & Development,Master's,44,0,2936,3,3
1201,No,Manager,Research & Development,Some university,53,4,18606,3,3
1202,No,Research Scientist,Research & Development,High school or below,29,1,2168,4,3
1203,Yes,Research Scientist,Research & Development,Master's,22,0,2853,4,3
1204,No,Manager,Sales,Bachelor's,46,15,17048,1,4
1206,No,Research Scientist,Research & Development,Bachelor's,44,0,2290,3,3
1207,No,Human Resources,Human Resources,Bachelor's,33,1,3600,3,3
1210,Yes,Research Scientist,Research & Development,Some university,41,0,2107,1,3
1211,No,Sales Executive,Sales,Master's,30,0,4115,1,3
1212,No,Sales Executive,Sales,Master's,40,0,4327,2,3
1215,No,Manager,Research & Development,Bachelor's,50,2,17856,1,4
1216,No,Laboratory Technician,Research & Development,Master's,28,3,3196,1,3
1217,No,Research Director,Research & Development,Some university,46,0,19081,2,3
1218,No,Sales Executive,Sales,Master's,35,1,8966,1,3
1219,Yes,Laboratory Technician,Research & Development,Some university,24,0,2210,2,3
1220,No,Sales Executive,Sales,Bachelor's,33,0,4539,3,3
1221,No,Laboratory Technician,Research & Development,Master's,36,1,2741,3,3
1224,No,Laboratory Technician,Research & Development,Master's,30,8,3491,3,3
1225,No,Research Scientist,Research & Development,Master's,44,13,4541,4,4
1226,No,Sales Representative,Sales,Bachelor's,20,2,2678,4,3
1228,No,Manufacturing Director,Research & Development,Master's,46,1,7379,4,3
1231,No,Human Resources,Human Resources,Doctorate,42,0,6272,1,3
1233,No,Sales Executive,Sales,Master's,60,1,5220,4,3
1234,No,Laboratory Technician,Research & Development,Bachelor's,32,2,2743,2,4
1235,No,Research Scientist,Research & Development,Some university,32,0,4998,3,3
1237,No,Manufacturing Director,Research & Development,Bachelor's,36,7,10252,1,4
1238,No,Research Scientist,Research & Development,Bachelor's,33,4,2781,4,3
1239,No,Sales Executive,Sales,Bachelor's,40,1,6852,2,3
1240,No,Sales Executive,Sales,Master's,25,1,4950,4,3
1241,No,Research Scientist,Research & Development,Bachelor's,30,5,3579,2,4
1242,No,Research Director,Research & Development,Doctorate,42,0,13191,1,3
1243,No,Sales Executive,Sales,Some university,35,4,10377,4,3
1244,No,Research Scientist,Research & Development,Bachelor's,27,6,2235,1,3
1245,No,Manufacturing Director,Research & Development,Master's,54,1,10502,3,3
1246,No,Research Scientist,Research & Development,High school or below,44,7,2011,4,3
1248,Yes,Research Scientist,Research & Development,Bachelor's,19,0,1859,2,4
1249,No,Research Scientist,Research & Development,Bachelor's,29,1,3760,4,3
1250,No,Research Director,Research & Development,Bachelor's,54,0,17779,4,3
1251,No,Healthcare Representative,Research & Development,Some university,31,0,6833,1,3
1252,No,Healthcare Representative,Research & Development,Bachelor's,31,1,6812,1,3
1254,No,Sales Executive,Sales,Bachelor's,59,0,5171,4,3
1255,No,Research Director,Research & Development,Bachelor's,43,0,19740,4,3
1256,No,Manager,Research & Development,Some university,49,0,18711,3,3
1257,No,Research Scientist,Research & Development,Bachelor's,36,0,3692,2,3
1258,No,Laboratory Technician,Research & Development,Some university,48,0,2559,2,3
1259,No,Research Scientist,Research & Development,Some university,27,0,2517,3,3
1260,No,Healthcare Representative,Research & Development,Bachelor's,29,1,6623,4,3
1263,No,Research Director,Research & Development,Bachelor's,48,0,18265,4,3
1264,No,Research Director,Research & Development,Bachelor's,29,1,16124,4,3
1265,No,Research Scientist,Research & Development,Bachelor's,34,0,2585,3,3
1267,No,Manager,Sales,Bachelor's,44,3,18213,2,3
1268,No,Sales Executive,Sales,Doctorate,33,0,8380,3,3
1269,No,Research Scientist,Research & Development,Bachelor's,19,0,2994,4,3
1270,No,Research Scientist,Research & Development,Some university,23,0,1223,3,4
1273,Yes,Sales Representative,Sales,High school or below,25,1,1118,4,3
1275,No,Research Scientist,Research & Development,Some university,26,2,2875,4,4
1277,Yes,Manager,Sales,Bachelor's,45,1,18824,2,3
1278,No,Healthcare Representative,Research & Development,High school or below,55,15,13577,2,3
1279,Yes,Laboratory Technician,Research & Development,Some university,21,2,2625,3,4
1280,No,Manager,Sales,Some university,46,0,18789,2,3
1281,No,Sales Executive,Sales,Bachelor's,34,0,4538,1,3
1282,No,Manager,Sales,Bachelor's,51,11,19847,2,4
1283,No,Manufacturing Director,Research & Development,Master's,59,5,10512,4,3
1285,No,Laboratory Technician,Research & Development,Bachelor's,34,5,4444,2,3
1286,No,Laboratory Technician,Research & Development,Master's,28,0,2154,3,3
1288,No,Manager,Research & Development,Some university,44,14,19190,1,3
1289,No,Human Resources,Human Resources,Bachelor's,34,1,4490,2,3
1291,No,Research Scientist,Research & Development,High school or below,35,2,3506,3,3
1292,No,Research Scientist,Research & Development,Master's,42,0,2372,2,3
1293,No,Sales Executive,Sales,Master's,43,15,10231,4,3
1294,No,Manufacturing Director,Research & Development,Master's,36,5,5410,2,3
1295,Yes,Healthcare Representative,Research & Development,Bachelor's,44,0,7978,4,3
1296,No,Laboratory Technician,Research & Development,Bachelor's,28,2,3867,4,3
1297,No,Laboratory Technician,Research & Development,Some university,51,7,2838,3,3
1298,No,Manufacturing Director,Research & Development,Some university,30,1,4695,3,3
1299,Yes,Laboratory Technician,Research & Development,Bachelor's,29,7,3339,3,3
1301,No,Research Scientist,Research & Development,Bachelor's,28,1,2080,1,3
1303,No,Research Scientist,Research & Development,Bachelor's,25,2,2096,2,3
1304,No,Sales Executive,Sales,Bachelor's,32,0,6209,4,3
1306,No,Manager,Research & Development,Bachelor's,45,0,18061,2,4
1307,No,Manager,Research & Development,Master's,39,15,17123,2,3
1308,No,Research Scientist,Research & Development,Master's,58,2,2372,3,3
1309,Yes,Laboratory Technician,Research & Development,Some university,32,1,4883,3,3
1310,Yes,Research Scientist,Research & Development,Bachelor's,39,0,3904,1,3
1311,No,Laboratory Technician,Research & Development,Bachelor's,30,6,4627,4,3
1312,No,Healthcare Representative,Research & Development,Master's,36,1,7094,3,3
1314,No,Human Resources,Human Resources,Some university,46,5,3423,1,3
1315,No,Laboratory Technician,Research & Development,Bachelor's,28,7,6674,4,3
1317,No,Research Director,Research & Development,Bachelor's,50,1,16880,1,3
1318,Yes,Sales Executive,Sales,Master's,40,1,9094,2,3
1319,Yes,Sales Executive,Sales,Bachelor's,52,7,8446,2,3
1321,No,Manager,Research & Development,Master's,30,0,11916,1,4
1322,No,Manufacturing Director,Research & Development,Some university,39,1,4534,3,3
1324,No,Sales Executive,Sales,Master's,31,9,9852,3,3
1329,No,Sales Executive,Sales,Some university,41,11,6151,2,3
1331,Yes,Sales Representative,Sales,Bachelor's,31,2,2302,2,3
1333,Yes,Laboratory Technician,Research & Development,Bachelor's,44,1,2362,1,3
1334,No,Manager,Research & Development,High school or below,42,2,17861,3,3
1336,No,Manager,Research & Development,Some university,55,9,19187,3,3
1338,No,Manager,Human Resources,Master's,56,7,19717,2,3
1340,No,Research Scientist,Research & Development,Some university,40,0,3544,3,3
1344,No,Healthcare Representative,Research & Development,Bachelor's,34,1,8500,4,3
1346,No,Research Scientist,Research & Development,Bachelor's,40,8,4661,4,3
1349,No,Sales Executive,Sales,Bachelor's,41,1,4103,1,3
1350,No,Research Scientist,Research & Development,Master's,35,1,4249,3,3
1352,No,Manager,Human Resources,Bachelor's,51,0,14026,2,3
1355,No,Sales Executive,Sales,Some university,38,1,6893,1,3
1356,No,Sales Executive,Sales,Some university,34,9,6125,1,3
1358,No,Laboratory Technician,Research & Development,High school or below,25,1,3669,4,3
1360,Yes,Manufacturing Director,Research & Development,Master's,58,5,10008,1,3
1361,No,Laboratory Technician,Research & Development,Master's,40,0,2387,2,4
1362,No,Sales Executive,Sales,Bachelor's,36,6,4639,1,3
1363,No,Manufacturing Director,Research & Development,Bachelor's,48,0,7898,4,3
1364,No,Sales Representative,Sales,Bachelor's,27,0,2534,4,3
1367,No,Manufacturing Director,Research & Development,Some university,51,0,13142,2,3
1368,No,Laboratory Technician,Research & Development,Bachelor's,18,0,1611,4,3
1369,No,Laboratory Technician,Research & Development,Bachelor's,35,0,5363,4,3
1371,No,Sales Executive,Sales,High school or below,27,0,5071,4,4
1372,Yes,Sales Executive,Sales,Master's,55,3,13695,3,3
1373,No,Manufacturing Director,Research & Development,Bachelor's,56,15,13402,2,3
1374,No,Research Scientist,Research & Development,High school or below,34,0,2029,3,4
1375,No,Healthcare Representative,Research & Development,High school or below,40,11,6377,3,4
1377,No,Laboratory Technician,Research & Development,Bachelor's,34,7,5429,3,3
1379,Yes,Sales Representative,Sales,Bachelor's,31,0,2785,4,3
1380,Yes,Sales Executive,Sales,Master's,35,3,4614,3,3
1382,No,Research Scientist,Research & Development,Bachelor's,38,0,2610,3,3
1383,No,Healthcare Representative,Research & Development,Master's,34,4,6687,4,3
1387,No,Sales Executive,Sales,Bachelor's,28,0,4724,1,3
1389,Yes,Manufacturing Director,Research & Development,Master's,31,6,6179,3,3
1390,No,Sales Executive,Sales,Master's,39,1,6120,4,3
1391,No,Sales Executive,Sales,Bachelor's,51,3,10596,2,3
1392,No,Research Scientist,Research & Development,Bachelor's,41,3,5467,4,3
1394,No,Research Scientist,Research & Development,High school or below,37,1,2996,3,3
1395,No,Sales Executive,Sales,High school or below,33,1,9998,4,3
1396,No,Sales Executive,Sales,High school or below,32,1,4078,2,3
1397,No,Healthcare Representative,Research & Development,Some university,39,0,10920,3,4
1399,No,Sales Executive,Sales,High school or below,25,1,6232,3,3
1401,No,Manufacturing Director,Research & Development,Some university,52,0,13247,3,3
1402,No,Research Scientist,Research & Development,Bachelor's,43,1,4081,3,3
1403,No,Sales Executive,Sales,Bachelor's,27,4,5769,4,3
1405,Yes,Research Scientist,Research & Development,Master's,27,7,2394,3,3
1407,No,Research Scientist,Research & Development,High school or below,26,1,3904,4,3
1408,No,Manager,Human Resources,Bachelor's,42,0,16799,1,3
1409,No,Laboratory Technician,Research & Development,Master's,52,0,2950,1,3
1411,No,Laboratory Technician,Research & Development,Bachelor's,37,0,3629,3,3
1412,No,Manufacturing Director,Research & Development,Some university,35,2,9362,4,3
1415,No,Laboratory Technician,Research & Development,Bachelor's,25,0,3229,4,3
1417,No,Laboratory Technician,Research & Development,Bachelor's,26,0,3578,1,3
1419,No,Human Resources,Human Resources,Bachelor's,29,0,7988,1,3
1420,Yes,Laboratory Technician,Research & Development,Some university,49,1,4284,1,4
1421,Yes,Healthcare Representative,Research & Development,High school or below,29,7,7553,4,3
1422,No,Research Director,Research & Development,Bachelor's,54,12,17328,4,3
1423,No,Research Director,Research & Development,Bachelor's,58,1,19701,1,4
1424,No,Research Director,Research & Development,Master's,55,0,14732,4,3
1425,No,Sales Executive,Sales,Master's,36,0,9278,2,3
1427,Yes,Sales Representative,Sales,Master's,31,0,1359,3,3
1428,No,Sales Executive,Sales,Master's,30,0,4779,1,3
1430,No,Research Director,Research & Development,Doctorate,31,1,16422,2,3
1431,No,Research Scientist,Research & Development,Master's,34,1,2996,1,3
1433,Yes,Research Scientist,Research & Development,Bachelor's,31,0,1261,2,3
1434,No,Laboratory Technician,Research & Development,High school or below,27,1,2099,1,3
1435,No,Laboratory Technician,Research & Development,Master's,36,1,5810,4,3
1436,No,Sales Executive,Sales,Master's,36,0,5647,1,3
1438,No,Research Scientist,Research & Development,Bachelor's,47,1,3420,4,3
1439,Yes,Sales Representative,Sales,Some university,25,2,4400,1,3
1440,No,Laboratory Technician,Research & Development,Some university,37,1,3500,3,3
1441,No,Research Scientist,Research & Development,Some university,56,1,2066,1,4
1443,No,Research Director,Research & Development,Master's,47,5,17169,3,3
1445,No,Sales Executive,Sales,High school or below,24,0,4162,3,3
1446,No,Sales Executive,Sales,Doctorate,32,0,9204,4,3
1447,No,Laboratory Technician,Research & Development,Bachelor's,34,0,3294,2,3
1448,No,Research Scientist,Research & Development,Doctorate,41,0,2127,3,3
1449,No,Laboratory Technician,Research & Development,Master's,40,0,3975,3,3
1453,No,Sales Executive,Sales,Some university,31,9,10793,4,3
1457,Yes,Sales Executive,Sales,Bachelor's,46,4,10096,4,3
1458,Yes,Laboratory Technician,Research & Development,Bachelor's,39,0,3646,1,4
1459,Yes,Manufacturing Director,Research & Development,Doctorate,31,4,7446,2,3
1460,No,Healthcare Representative,Research & Development,Bachelor's,45,0,10851,1,3
1461,No,Human Resources,Human Resources,Some university,31,0,2109,2,3
1464,Yes,Laboratory Technician,Research & Development,Bachelor's,31,2,3722,4,3
1465,No,Manufacturing Director,Research & Development,Bachelor's,45,1,9380,4,3
1466,No,Sales Executive,Sales,Bachelor's,48,2,5486,1,3
1467,Yes,Human Resources,Human Resources,Master's,34,2,2742,3,3
1468,No,Research Director,Research & Development,High school or below,40,4,13757,2,3
1469,No,Sales Executive,Sales,Bachelor's,28,1,8463,1,3
1471,No,Laboratory Technician,Research & Development,Bachelor's,44,0,3162,3,3
1472,No,Research Director,Research & Development,Bachelor's,53,8,16598,2,3
1473,No,Healthcare Representative,Research & Development,Master's,49,1,6651,3,3
1474,No,Research Scientist,Research & Development,Bachelor's,40,1,2345,3,3
1475,No,Research Scientist,Research & Development,Bachelor's,44,1,3420,2,3
1477,No,Sales Executive,Sales,Bachelor's,33,0,4373,1,3
1478,No,Sales Executive,Sales,Bachelor's,34,3,4759,1,3
1479,No,Sales Executive,Sales,High school or below,30,2,5301,3,3
1480,No,Laboratory Technician,Research & Development,Some university,42,5,3673,4,3
1481,No,Sales Executive,Sales,Doctorate,44,0,4768,3,3
1482,No,Research Scientist,Research & Development,Bachelor's,30,0,1274,3,3
1483,No,Research Scientist,Research & Development,Some university,57,2,4900,3,4
1484,No,Healthcare Representative,Research & Development,Master's,49,0,10466,2,3
1485,No,Research Director,Research & Development,Bachelor's,34,6,17007,1,3
1486,Yes,Sales Representative,Sales,Bachelor's,28,1,2909,3,3
1487,Yes,Sales Executive,Sales,Bachelor's,29,0,5765,2,3
1489,Yes,Sales Executive,Sales,Master's,34,10,4599,2,4
1492,No,Sales Representative,Sales,High school or below,35,0,2404,3,3
1494,Yes,Laboratory Technician,Research & Development,Bachelor's,24,0,3172,1,3
1495,No,Sales Representative,Sales,Some university,24,0,2033,2,3
1496,No,Manufacturing Director,Research & Development,High school or below,44,2,10209,3,3
1497,No,Sales Executive,Sales,Bachelor's,29,0,8620,3,3
1499,No,Human Resources,Human Resources,Bachelor's,30,1,2064,3,4
1501,No,Healthcare Representative,Research & Development,Master's,55,1,4035,3,3
1502,No,Laboratory Technician,Research & Development,Master's,33,0,3838,2,3
1503,No,Sales Executive,Sales,Bachelor's,47,1,4591,3,3
1504,Yes,Laboratory Technician,Research & Development,Some university,28,0,2561,1,3
1506,No,Research Scientist,Research & Development,Bachelor's,28,0,1563,3,3
1507,No,Sales Executive,Sales,Bachelor's,28,1,4898,1,3
1509,No,Laboratory Technician,Research & Development,Some university,49,1,4789,1,4
1513,No,Laboratory Technician,Research & Development,High school or below,29,0,3180,2,3
1514,No,Manufacturing Director,Research & Development,High school or below,28,1,6549,2,3
1515,No,Healthcare Representative,Research & Development,Doctorate,33,0,6388,3,3
1516,No,Manager,Research & Development,Bachelor's,32,0,11244,4,4
1520,No,Manager,Research & Development,Master's,54,1,16032,4,4
1522,Yes,Research Scientist,Research & Development,Master's,29,0,2362,1,3
1523,No,Research Director,Research & Development,Bachelor's,44,14,16328,1,3
1525,No,Manufacturing Director,Research & Development,Bachelor's,39,2,8376,2,3
1527,No,Manager,Sales,Bachelor's,46,5,16606,2,3
1529,No,Healthcare Representative,Research & Development,Bachelor's,35,3,8606,2,3
1533,No,Laboratory Technician,Research & Development,High school or below,23,1,2272,3,3
1534,Yes,Laboratory Technician,Research & Development,Master's,40,1,2018,1,3
1535,No,Sales Executive,Sales,Bachelor's,34,8,7083,3,3
1537,Yes,Research Scientist,Research & Development,Bachelor's,31,7,4084,3,3
1539,No,Research Director,Research & Development,Doctorate,50,13,14411,4,3
1541,No,Sales Representative,Sales,Some university,34,5,2308,3,4
1542,No,Laboratory Technician,Research & Development,Bachelor's,42,0,4841,2,3
1543,No,Research Scientist,Research & Development,Bachelor's,37,3,4285,4,3
1544,No,Healthcare Representative,Research & Development,High school or below,29,0,9715,1,3
1545,No,Manufacturing Director,Research & Development,Bachelor's,33,0,4320,2,3
1546,No,Research Scientist,Research & Development,Bachelor's,45,0,2132,4,4
1547,No,Healthcare Representative,Research & Development,Bachelor's,42,13,10124,4,3
1548,No,Sales Executive,Sales,Some university,40,7,5473,1,3
1549,No,Laboratory Technician,Research & Development,Master's,33,5,5207,3,3
1550,No,Manager,Human Resources,Some university,40,7,16437,4,4
1551,No,Laboratory Technician,Research & Development,Some university,24,0,2296,1,3
1552,No,Healthcare Representative,Research & Development,Some university,40,2,4069,4,3
1553,No,Healthcare Representative,Research & Development,Master's,45,7,7441,2,3
1554,No,Sales Representative,Sales,Master's,35,4,2430,3,4
1555,No,Research Scientist,Research & Development,Some university,32,2,5878,2,3
1556,No,Sales Representative,Sales,Master's,36,1,2644,4,4
1557,No,Sales Executive,Sales,Master's,48,7,6439,3,3
1558,No,Research Scientist,Research & Development,Bachelor's,29,0,2451,3,3
1560,No,Sales Executive,Sales,Master's,33,2,6392,1,3
1562,Yes,Sales Executive,Sales,Bachelor's,30,6,9714,1,3
1563,No,Human Resources,Human Resources,Master's,38,1,6077,3,3
1564,No,Laboratory Technician,Research & Development,Bachelor's,35,1,2450,1,3
1568,No,Sales Executive,Sales,Master's,30,1,9250,2,3
1569,Yes,Laboratory Technician,Research & Development,Bachelor's,35,0,2074,1,3
1572,Yes,Manufacturing Director,Research & Development,Doctorate,53,1,10169,4,3
1573,Yes,Manufacturing Director,Research & Development,Bachelor's,38,1,4855,2,3
1574,No,Research Scientist,Research & Development,Master's,32,1,4087,1,3
1576,No,Research Scientist,Research & Development,Master's,48,7,2367,1,3
1577,No,Research Scientist,Research & Development,Master's,34,0,2972,4,3
1578,No,Manager,Sales,Doctorate,55,2,19586,4,4
1580,No,Research Scientist,Research & Development,Master's,34,2,5484,4,3
1581,No,Research Scientist,Research & Development,Bachelor's,26,0,2061,4,4
1582,No,Sales Executive,Sales,Bachelor's,38,7,9924,2,3
1583,No,Sales Executive,Sales,Bachelor's,38,1,4198,2,3
1585,No,Sales Executive,Sales,Master's,36,0,6815,3,3
1586,No,Laboratory Technician,Research & Development,High school or below,29,1,4723,1,3
1587,No,Healthcare Representative,Research & Development,Master's,35,0,6142,3,3
1588,No,Sales Executive,Sales,Bachelor's,39,7,8237,3,3
1590,No,Healthcare Representative,Research & Development,High school or below,29,1,8853,4,3
1591,No,Manager,Sales,Bachelor's,50,0,19331,3,3
1592,No,Research Scientist,Research & Development,Bachelor's,23,2,2073,3,3
1594,No,Laboratory Technician,Research & Development,Master's,36,0,5562,1,3
1595,No,Manager,Research & Development,Some university,42,0,19613,4,4
1596,No,Laboratory Technician,Research & Development,Bachelor's,35,6,3407,3,3
1597,No,Healthcare Representative,Research & Development,Master's,34,7,5063,3,3
1598,No,Sales Executive,Sales,Some university,40,1,4639,1,3
1599,No,Laboratory Technician,Research & Development,Bachelor's,43,0,4876,2,3
1601,No,Laboratory Technician,Research & Development,Some university,35,0,2690,4,3
1602,No,Manager,Sales,Master's,46,0,17567,1,3
1604,Yes,Laboratory Technician,Research & Development,Bachelor's,28,0,2408,2,3
1605,No,Research Scientist,Research & Development,Some university,22,1,2814,3,3
1606,No,Healthcare Representative,Research & Development,Doctorate,50,12,11245,3,3
1607,No,Research Scientist,Research & Development,Master's,32,0,3312,4,3
1608,No,Research Director,Research & Development,Bachelor's,44,1,19049,4,3
1609,No,Research Scientist,Research & Development,Bachelor's,30,1,2141,2,3
1611,No,Laboratory Technician,Research & Development,Doctorate,45,1,5769,1,3
1612,No,Sales Executive,Sales,Bachelor's,45,4,4385,1,3
1613,No,Sales Executive,Sales,Master's,31,0,5332,1,3
1614,No,Manufacturing Director,Research & Development,Master's,36,1,4663,3,3
1615,No,Manufacturing Director,Research & Development,Master's,34,7,4724,4,3
1617,No,Laboratory Technician,Research & Development,Master's,49,1,3211,1,3
1618,No,Manufacturing Director,Research & Development,Doctorate,39,7,5377,1,3
1619,No,Laboratory Technician,Research & Development,Bachelor's,27,0,4066,1,3
1621,No,Research Scientist,Research & Development,Doctorate,35,1,5208,1,3
1622,No,Manufacturing Director,Research & Development,Bachelor's,28,0,4877,1,4
1623,No,Research Scientist,Research & Development,High school or below,21,2,3117,4,3
1624,Yes,Sales Representative,Sales,Some university,18,0,1569,4,3
1625,No,Manager,Human Resources,Master's,47,1,19658,3,3
1627,No,Laboratory Technician,Research & Development,Some university,39,0,3069,3,3
1628,No,Manufacturing Director,Research & Development,Bachelor's,40,14,10435,3,3
1630,No,Healthcare Representative,Research & Development,Master's,35,2,4148,3,3
1631,No,Manufacturing Director,Research & Development,Bachelor's,37,0,5768,3,3
1633,No,Manufacturing Director,Research & Development,Bachelor's,39,3,5042,3,3
1635,No,Manufacturing Director,Research & Development,Some university,45,3,5770,4,3
1638,No,Manufacturing Director,Research & Development,Some university,38,0,7756,3,3
1639,Yes,Sales Executive,Sales,Bachelor's,35,6,10306,1,3
1640,No,Research Scientist,Research & Development,Bachelor's,37,7,3936,2,3
1641,No,Manufacturing Director,Research & Development,Bachelor's,40,3,7945,4,3
1642,No,Human Resources,Human Resources,Doctorate,44,0,5743,4,3
1644,No,Manager,Research & Development,Doctorate,48,2,15202,4,4
1645,Yes,Sales Executive,Sales,Some university,35,2,5440,4,3
1646,No,Research Scientist,Research & Development,High school or below,24,1,3760,4,3
1647,No,Research Scientist,Research & Development,Bachelor's,27,0,3517,3,3
1648,No,Research Scientist,Research & Development,Bachelor's,27,1,2580,4,3
1649,Yes,Laboratory Technician,Research & Development,Bachelor's,40,0,2166,1,3
1650,No,Sales Executive,Sales,Bachelor's,29,1,5869,3,3
1651,No,Healthcare Representative,Research & Development,Master's,36,0,8008,1,3
1653,No,Manufacturing Director,Research & Development,High school or below,25,0,5206,3,3
1654,No,Manufacturing Director,Research & Development,Bachelor's,39,1,5295,2,4
1655,No,Research Director,Research & Development,Master's,49,1,16413,2,3
1656,No,Research Director,Research & Development,Doctorate,50,1,13269,1,3
1657,No,Sales Representative,Sales,Bachelor's,20,2,2783,3,3
1658,No,Research Scientist,Research & Development,Bachelor's,34,7,5433,2,3
1659,No,Laboratory Technician,Research & Development,Bachelor's,36,1,2013,2,3
1661,No,Healthcare Representative,Research & Development,High school or below,49,2,13966,3,3
1662,No,Manufacturing Director,Research & Development,Master's,36,1,4374,3,3
1664,No,Healthcare Representative,Research & Development,Some university,36,0,6842,1,4
1665,No,Manager,Research & Development,Doctorate,54,4,17426,3,4
1666,No,Research Director,Research & Development,Some university,43,6,17603,3,4
1667,Yes,Sales Executive,Sales,Master's,35,6,4581,4,4
1668,No,Research Scientist,Research & Development,Bachelor's,38,2,4735,4,3
1669,No,Sales Executive,Sales,Bachelor's,29,0,4187,2,3
1670,No,Sales Executive,Sales,Master's,33,0,5505,4,3
1671,No,Research Scientist,Research & Development,Bachelor's,32,1,5470,2,3
1673,No,Sales Executive,Sales,Master's,31,0,5476,4,3
1674,No,Laboratory Technician,Research & Development,Bachelor's,49,2,2587,1,3
1675,No,Laboratory Technician,Research & Development,Bachelor's,38,3,2440,2,4
1676,No,Manager,Sales,Master's,47,1,15972,2,3
1677,No,Manager,Research & Development,Bachelor's,49,0,15379,3,3
1678,No,Sales Executive,Sales,Some university,41,0,7082,3,3
1680,No,Sales Representative,Sales,High school or below,20,0,2728,1,3
1681,No,Sales Executive,Sales,Bachelor's,33,1,5368,4,4
1682,No,Healthcare Representative,Research & Development,Master's,36,0,5347,3,3
1683,No,Human Resources,Human Resources,Bachelor's,44,2,3195,4,3
1684,Yes,Laboratory Technician,Research & Development,High school or below,23,1,3989,3,3
1687,No,Laboratory Technician,Research & Development,Some university,38,0,3306,3,3
1689,No,Healthcare Representative,Research & Development,Master's,53,1,7005,4,3
1691,Yes,Sales Representative,Sales,Some university,48,7,2655,3,3
1692,Yes,Laboratory Technician,Research & Development,Master's,32,0,1393,2,3
1693,No,Laboratory Technician,Research & Development,Bachelor's,26,5,2570,4,4
1694,No,Research Scientist,Research & Development,Bachelor's,55,1,3537,2,3
1696,No,Laboratory Technician,Research & Development,Some university,34,4,3986,4,3
1697,No,Healthcare Representative,Research & Development,Master's,60,0,10883,4,4
1698,No,Laboratory Technician,Research & Development,Bachelor's,33,2,2028,2,3
1700,No,Sales Executive,Sales,Master's,37,1,9525,4,3
1701,No,Research Scientist,Research & Development,Bachelor's,34,8,2929,4,3
1702,Yes,Sales Representative,Sales,Bachelor's,23,0,2275,4,4
1703,No,Healthcare Representative,Research & Development,Bachelor's,44,6,7879,4,3
1704,No,Research Scientist,Research & Development,Master's,35,1,4930,4,3
1706,No,Sales Executive,Sales,Bachelor's,43,8,7847,4,3
1707,No,Research Scientist,Research & Development,Bachelor's,24,0,4401,3,3
1708,No,Sales Executive,Sales,Bachelor's,41,8,9241,3,3
1709,No,Laboratory Technician,Research & Development,Master's,29,1,2974,3,3
1710,No,Sales Representative,Sales,Master's,36,6,4502,4,3
1712,No,Healthcare Representative,Research & Development,High school or below,45,14,10748,3,4
1714,Yes,Human Resources,Human Resources,High school or below,24,0,1555,3,3
1716,Yes,Sales Executive,Sales,Bachelor's,47,14,12936,3,3
1718,No,Laboratory Technician,Research & Development,Master's,26,0,2305,3,3
1719,No,Research Director,Research & Development,Some university,45,8,16704,2,3
1720,No,Research Scientist,Research & Development,Bachelor's,32,1,3433,3,3
1721,No,Laboratory Technician,Research & Development,Master's,31,0,3477,3,3
1722,No,Human Resources,Human Resources,Bachelor's,41,1,6430,2,3
1724,No,Manufacturing Director,Research & Development,Some university,40,0,6516,1,3
